"Longitude","Latitude","Crop.Flw.M..lb.s.","GPSTime","Cycle Period","Distance.in.","Swth.Wdth.in.","Moisture...","Pass.Num","Field","Product","Elevation.ft."
-89.70556803,43.35109393,34.66,0,1,63.576,240,23.51,1,3600,"Corn",856.96
-89.70554823,43.35109433,36.78,0,1,63.636,240,24.21,1,3600,"Corn",856.63
-89.70552853,43.35109443,35.06,0,1,62.532,240,23.45,1,3600,"Corn",856.63
-89.70550927,43.35109493,33.32,0,1,62.088,240,23.32,1,3600,"Corn",856.63
-89.70548933,43.35109503,36.28,0,1,63.048,240,22.69,1,3600,"Corn",856.63
-89.70546963,43.35109543,36.09,0,1,63.12,240,23.64,1,3600,"Corn",856.3
-89.70545003,43.35109612,34.44,0,1,62.532,240,24.28,1,3600,"Corn",856.3
-89.70543043,43.35109682,34.64,0,1,62.544,240,23.77,1,3600,"Corn",856.3
-89.70541086,43.35109792,35.86,0,1,63.228,240,23.45,1,3600,"Corn",856.3
-89.70539136,43.35109931,36.79,0,1,62.784,240,23.77,1,3600,"Corn",855.64
-89.7053721,43.3511011,37.18,0,1,62.304,240,24.66,1,3600,"Corn",855.64
-89.70535307,43.35110309,38.45,0,1,61.5,240,23.2,1,3600,"Corn",855.64
-89.70533372,43.35110558,37.98,0,1,63.324,240,22.94,1,3600,"Corn",855.64
-89.70531476,43.35110846,39.7,0,1,62.028,240,23.2,1,3600,"Corn",855.64
-89.70529549,43.35111145,35.77,0,1,63.072,240,23.83,1,3600,"Corn",855.31
-89.70527666,43.35111492,37.88,0,1,62.064,240,23.58,1,3600,"Corn",855.31
-89.70525727,43.35111852,33.74,0,1,64.272,240,23.32,1,3600,"Corn",855.31
-89.70523839,43.35112212,36.97,0,1,62.088,240,22.81,1,3600,"Corn",855.31
-89.70521926,43.35112534,35.6,0,1,62.064,240,24.21,1,3600,"Corn",855.31
-89.7052004,43.35112863,33.61,0,1,62.196,240,23.26,1,3600,"Corn",854.99
-89.70518083,43.35113089,34.71,0,1,61.656,240,23.2,1,3600,"Corn",854.99
-89.70516123,43.3511328,35.12,0,1,62.892,240,23.58,1,3600,"Corn",854.99
-89.70514146,43.35113421,31.94,0,1,62.364,240,24.59,1,3600,"Corn",854.99
-89.705122,43.35113542,33.43,0,1,61.896,240,24.97,1,3600,"Corn",854.99
-89.70510247,43.35113622,31.91,0,1,62.052,240,23.58,1,3600,"Corn",854.66
-89.7050827,43.35113653,35.81,0,1,62.568,240,22.94,1,3600,"Corn",854.66
-89.70506303,43.35113663,34.62,0,1,62.508,240,22.69,1,3600,"Corn",854.66
-89.70504343,43.35113613,37.8,0,1,61.452,240,23.51,1,3600,"Corn",854.66
-89.70502367,43.35113512,33.76,0,1,62.616,240,24.47,1,3600,"Corn",854.66
-89.70500391,43.3511333,34.56,0,1,63.228,240,23.26,1,3600,"Corn",854
-89.70498421,43.35113088,35.7,0,1,62.64,240,22.75,1,3600,"Corn",854
-89.70496478,43.35112775,34.71,0,1,62.868,240,23.89,1,3600,"Corn",854
-89.70494583,43.35112422,35.95,0,1,61.824,240,24.47,1,3600,"Corn",854
-89.70492651,43.35111988,36.5,0,1,63.636,240,22.88,1,3600,"Corn",854
-89.70490803,43.35111578,34.2,0,1,61.572,240,22.62,1,3600,"Corn",853.67
-89.70488907,43.35111104,35.4,0,1,63.288,240,23.96,1,3600,"Corn",853.67
-89.70487057,43.35110677,32.42,0,1,62.232,240,23.83,1,3600,"Corn",853.67
-89.70485128,43.35110301,35.21,0,1,64.428,240,22.5,1,3600,"Corn",853.35
-89.70483231,43.35110005,34.76,0,1,62.592,240,22.56,1,3600,"Corn",853.35
-89.70481305,43.35109716,37.45,0,1,62.988,240,23.58,1,3600,"Corn",853.35
-89.704794,43.35109478,37.71,0,1,61.836,240,23.07,1,3600,"Corn",853.35
-89.70477467,43.3510929,37.86,0,1,62.892,240,22.75,1,3600,"Corn",853.02
-89.70475547,43.35109161,36.58,0,1,62.208,240,23.58,1,3600,"Corn",853.02
-89.70473617,43.35109031,36.86,0,1,61.356,240,24.28,1,3600,"Corn",853.02
-89.7047168,43.35108973,35.9,0,1,62.616,240,23.51,1,3600,"Corn",853.02
-89.70469766,43.35108933,34.39,0,1,60.936,240,23.45,1,3600,"Corn",852.36
-89.7046785,43.35108903,34.81,0,1,61.5,240,23.64,1,3600,"Corn",852.36
-89.70465967,43.35108923,35.76,0,1,60.384,240,25.23,1,3600,"Corn",852.36
-89.70464043,43.35108963,31.88,0,1,61.452,240,23.45,1,3600,"Corn",852.36
-89.70462087,43.35108983,33.34,0,1,62.508,240,23.51,1,3600,"Corn",852.36
-89.70460194,43.35109023,33.96,0,1,60.408,240,24.66,1,3600,"Corn",852.03
-89.70458304,43.35109063,33.93,0,1,60.384,240,24.66,1,3600,"Corn",852.03
-89.70456377,43.35109142,33.39,0,1,61.5,240,23.51,1,3600,"Corn",852.03
-89.70454447,43.35109222,38.07,0,1,61.584,240,23.01,1,3600,"Corn",852.03
-89.7045251,43.35109283,37.84,0,1,61.992,240,22.62,1,3600,"Corn",852.03
-89.70450577,43.35109362,33.27,0,1,61.584,240,23.39,1,3600,"Corn",852.03
-89.70448627,43.35109442,36.66,0,1,62.544,240,23.58,1,3600,"Corn",851.71
-89.70446717,43.35109552,32.65,0,1,61.092,240,23.32,1,3600,"Corn",851.71
-89.7044477,43.35109642,35.41,0,1,62.124,240,23.13,1,3600,"Corn",851.71
-89.70442813,43.35109742,35.94,0,1,62.652,240,24.09,1,3600,"Corn",851.71
-89.70440884,43.35109812,35.08,0,1,61.02,240,25.67,1,3600,"Corn",851.38
-89.70438957,43.35109863,35.12,0,1,61.476,240,24.21,1,3600,"Corn",851.38
-89.70437037,43.35109913,34.26,0,1,61.02,240,23.07,1,3600,"Corn",851.38
-89.70435124,43.35109982,33.02,0,1,61.5,240,22.88,1,3600,"Corn",851.38
-89.70433237,43.35110062,34.42,0,1,60.396,240,23.89,1,3600,"Corn",851.38
-89.70431324,43.35110132,31.86,0,1,61.02,240,24.15,1,3600,"Corn",851.38
-89.7042942,43.35110222,34.55,0,1,61.056,240,23.07,1,3600,"Corn",851.38
-89.70427504,43.35110322,32.79,0,1,61.092,240,23.2,1,3600,"Corn",851.38
-89.7042558,43.35110412,32.76,0,1,61.5,240,24.02,1,3600,"Corn",851.38
-89.70423633,43.35110512,33.34,0,1,62.124,240,24.15,1,3600,"Corn",850.72
-89.70421687,43.35110592,33.69,0,1,62.124,240,23.45,1,3600,"Corn",850.72
-89.70419727,43.35110643,35.12,0,1,62.052,240,22.94,1,3600,"Corn",850.72
-89.704178,43.35110732,34.78,0,1,62.028,240,23.58,1,3600,"Corn",850.72
-89.7041589,43.35110852,35.36,0,1,61.14,240,24.59,1,3600,"Corn",850.72
-89.70413994,43.35110922,32.33,0,1,60.408,240,23.58,1,3600,"Corn",850.72
-89.70412087,43.35110943,35.51,0,1,59.916,240,23.32,1,3600,"Corn",850.39
-89.70410153,43.35110953,37.35,0,1,61.44,240,24.21,1,3600,"Corn",850.39
-89.70408223,43.35110993,39.26,0,1,62.004,240,23.32,1,3600,"Corn",850.39
-89.7040629,43.35111023,39.91,0,1,61.452,240,22.94,1,3600,"Corn",850.39
-89.70404367,43.35111043,35.46,0,1,61.44,240,23.45,1,3600,"Corn",850.39
-89.70402443,43.35111053,34.84,0,1,60.912,240,24.47,1,3600,"Corn",850.39
-89.70400534,43.35111093,35.76,0,1,61.452,240,25.1,1,3600,"Corn",850.39
-89.70398633,43.35111103,30.68,0,1,60.384,240,23.7,1,3600,"Corn",850.39
-89.7039674,43.35111103,32.06,0,1,59.832,240,23.32,1,3600,"Corn",850.39
-89.7039485,43.35111103,31.68,0,1,60.384,240,24.28,1,3600,"Corn",850.39
-89.70392933,43.35111113,34.97,0,1,61.452,240,25.1,1,3600,"Corn",850.07
-89.70391024,43.35111153,34.91,0,1,60.96,240,23.64,1,3600,"Corn",850.07
-89.70389067,43.35111143,34.27,0,1,61.992,240,23.58,1,3600,"Corn",850.07
-89.70387153,43.35111183,35.04,0,1,61.476,240,23.64,1,3600,"Corn",850.07
-89.70385227,43.35111173,35.24,0,1,60.912,240,24.53,1,3600,"Corn",850.07
-89.7038333,43.35111173,31.17,0,1,60.372,240,23.89,1,3600,"Corn",850.07
-89.70381423,43.35111183,35.41,0,1,60.912,240,23.13,1,3600,"Corn",850.07
-89.7037953,43.35111183,33.28,0,1,60.408,240,23.89,1,3600,"Corn",850.07
-89.7037764,43.35111183,33.06,0,1,60.396,240,25.29,1,3600,"Corn",850.07
-89.70375743,43.35111193,29.46,0,1,60.372,240,23.96,1,3600,"Corn",849.74
-89.70373813,43.35111203,32.22,0,1,61.452,240,23.58,1,3600,"Corn",849.74
-89.70371907,43.35111223,32.13,0,1,60.912,240,24.21,1,3600,"Corn",849.74
-89.70370037,43.35111243,34.39,0,1,59.832,240,25.1,1,3600,"Corn",849.74
-89.70368123,43.35111223,34.76,0,1,60.372,240,23.51,1,3600,"Corn",849.74
-89.7036621,43.35111223,33.24,0,1,60.912,240,23.51,1,3600,"Corn",849.74
-89.70364317,43.35111213,29.21,0,1,60.372,240,23.89,1,3600,"Corn",849.74
-89.7036243,43.35111213,31.75,0,1,60.372,240,24.78,1,3600,"Corn",849.74
-89.70360547,43.35111203,34.92,0,1,59.832,240,23.39,1,3600,"Corn",849.74
-89.7035867,43.35111203,31.59,0,1,59.844,240,23.01,1,3600,"Corn",849.74
-89.70356787,43.35111193,33.53,0,1,59.856,240,23.45,1,3600,"Corn",849.74
-89.70354934,43.35111233,35.62,0,1,59.832,240,25.1,1,3600,"Corn",849.74
-89.70353044,43.35111302,35.38,0,1,60.432,240,24.59,1,3600,"Corn",849.74
-89.70351154,43.35111372,37.14,0,1,60.396,240,23.39,1,3600,"Corn",849.74
-89.7034923,43.35111403,35.02,0,1,60.936,240,22.88,1,3600,"Corn",849.74
-89.70347323,43.35111413,32.21,0,1,60.408,240,24.47,1,3600,"Corn",849.74
-89.70345437,43.35111433,34.05,0,1,60.384,240,25.23,1,3600,"Corn",849.74
-89.70343557,43.35111453,33.09,0,1,59.844,240,23.77,1,3600,"Corn",849.74
-89.70341673,43.35111463,37.48,0,1,59.844,240,23.58,1,3600,"Corn",849.08
-89.70339837,43.35111483,34.21,0,1,58.8,240,23.01,1,3600,"Corn",849.74
-89.7033796,43.35111513,34.3,0,1,59.832,240,24.02,1,3600,"Corn",849.74
-89.70336094,43.35111553,32.91,0,1,59.868,240,24.78,1,3600,"Corn",849.74
-89.70334227,43.35111603,33.38,0,1,59.364,240,23.64,1,3600,"Corn",849.74
-89.7033236,43.35111633,31.77,0,1,59.316,240,23.51,1,3600,"Corn",849.74
-89.70330484,43.35111673,31.96,0,1,59.832,240,24.66,1,3600,"Corn",849.74
-89.70328617,43.35111693,31.44,0,1,59.364,240,25.17,1,3600,"Corn",849.74
-89.70326743,43.35111673,32.8,0,1,59.316,240,23.77,1,3600,"Corn",849.74
-89.70324863,43.35111653,36.09,0,1,59.844,240,23.07,1,3600,"Corn",849.74
-89.7032298,43.35111653,34.54,0,1,60.384,240,23.2,1,3600,"Corn",849.74
-89.70321127,43.35111673,36.81,0,1,59.304,240,24.53,1,3600,"Corn",849.08
-89.70319274,43.35111683,34.34,0,1,59.328,240,24.72,1,3600,"Corn",849.08
-89.7031741,43.35111713,35.51,0,1,59.316,240,23.2,1,3600,"Corn",849.74
-89.7031553,43.35111713,35,0,1,59.844,240,23.51,1,3600,"Corn",849.08
-89.70313667,43.35111703,35.54,0,1,59.304,240,23.26,1,3600,"Corn",849.08
-89.7031182,43.35111703,38.4,0,1,58.788,240,23.89,1,3600,"Corn",849.74
-89.7030995,43.35111703,32.01,0,1,59.304,240,23.2,1,3600,"Corn",849.74
-89.70308063,43.35111713,29.55,0,1,60.384,240,23.51,1,3600,"Corn",849.74
-89.7030617,43.35111713,30.24,0,1,60.384,240,24.78,1,3600,"Corn",849.74
-89.7030427,43.35111713,30.15,0,1,60.384,240,24.66,1,3600,"Corn",849.08
-89.70302343,43.35111693,34.27,0,1,61.5,240,22.88,1,3600,"Corn",849.08
-89.7030047,43.35111693,35.16,0,1,59.856,240,23.51,1,3600,"Corn",849.08
-89.70298613,43.35111673,33.02,0,1,58.776,240,24.59,1,3600,"Corn",849.08
-89.70296757,43.35111693,36.65,0,1,59.844,240,24.28,1,3600,"Corn",849.08
-89.70294887,43.35111683,33.09,0,1,59.34,240,24.34,1,3600,"Corn",849.08
-89.7029303,43.35111713,34.99,0,1,59.328,240,23.58,1,3600,"Corn",849.08
-89.70291164,43.35111753,33.44,0,1,59.892,240,24.47,1,3600,"Corn",849.08
-89.7028927,43.35111783,35.45,0,1,60.372,240,24.97,1,3600,"Corn",849.08
-89.70287404,43.35111823,31.51,0,1,59.388,240,23.77,1,3600,"Corn",849.08
-89.7028554,43.35111853,31.83,0,1,59.304,240,23.26,1,3600,"Corn",849.08
-89.70283687,43.35111873,31.59,0,1,59.316,240,23.89,1,3600,"Corn",849.08
-89.70281824,43.35111913,31.98,0,1,59.34,240,24.66,1,3600,"Corn",849.08
-89.7027995,43.35111943,31.29,0,1,59.856,240,23.51,1,3600,"Corn",849.08
-89.7027806,43.35111943,32.11,0,1,59.856,240,22.37,1,3600,"Corn",849.08
-89.702762,43.35111973,32.29,0,1,59.388,240,24.09,1,3600,"Corn",849.08
-89.70274327,43.35111993,34.93,0,1,59.832,240,24.59,1,3600,"Corn",849.08
-89.70272444,43.35112033,34.67,0,1,60.432,240,23.39,1,3600,"Corn",849.08
-89.70270591,43.35112063,34.3,0,1,58.776,240,23.07,1,3600,"Corn",849.08
-89.70268717,43.35112113,35.24,0,1,59.892,240,23.96,1,3600,"Corn",849.08
-89.70266827,43.35112133,33.06,0,1,59.844,240,24.78,1,3600,"Corn",849.08
-89.7026495,43.35112163,33.07,0,1,59.916,240,24.15,1,3600,"Corn",849.08
-89.70263087,43.35112213,36.45,0,1,59.868,240,23.39,1,3600,"Corn",849.08
-89.70261187,43.35112263,36.6,0,1,60.408,240,23.51,1,3600,"Corn",849.08
-89.70259341,43.35112323,32.77,0,1,59.328,240,24.72,1,3600,"Corn",849.08
-89.70257464,43.35112363,35.94,0,1,59.328,240,24.66,1,3600,"Corn",849.08
-89.70255607,43.35112383,29.54,0,1,59.328,240,23.77,1,3600,"Corn",849.08
-89.70253764,43.35112423,31.97,0,1,58.8,240,24.09,1,3600,"Corn",849.08
-89.70251927,43.35112443,31.19,0,1,58.26,240,24.28,1,3600,"Corn",849.08
-89.7025008,43.35112443,31.51,0,1,58.764,240,24.97,1,3600,"Corn",849.08
-89.70248224,43.35112483,32.56,0,1,59.328,240,23.83,1,3600,"Corn",849.08
-89.70246354,43.35112523,29.37,0,1,59.832,240,23.45,1,3600,"Corn",849.08
-89.70244471,43.35112583,34.27,0,1,60.516,240,24.4,1,3600,"Corn",849.08
-89.70242563,43.35112593,33.1,0,1,59.832,240,24.91,1,3600,"Corn",848.75
-89.70240697,43.35112613,36.95,0,1,59.832,240,24.15,1,3600,"Corn",848.75
-89.7023884,43.35112613,33.69,0,1,58.776,240,23.7,1,3600,"Corn",848.75
-89.70237003,43.35112593,35.54,0,1,58.776,240,23.2,1,3600,"Corn",848.75
-89.70235193,43.35112573,34.85,0,1,57.204,240,24.59,1,3600,"Corn",848.75
-89.70233346,43.35112563,36.49,0,1,59.304,240,24.15,1,3600,"Corn",849.08
-89.70231513,43.35112543,35.26,0,1,58.236,240,23.58,1,3600,"Corn",848.75
-89.7022968,43.35112543,32.11,0,1,58.764,240,23.26,1,3600,"Corn",849.08
-89.70227846,43.35112533,33.01,0,1,58.248,240,24.21,1,3600,"Corn",849.08
-89.70226011,43.35112563,31.57,0,1,58.764,240,25.04,1,3600,"Corn",849.08
-89.70224187,43.35112583,31.43,0,1,58.26,240,24.28,1,3600,"Corn",849.08
-89.70222346,43.35112573,30.96,0,1,58.26,240,23.51,1,3600,"Corn",849.08
-89.70220493,43.35112583,33.95,0,1,59.34,240,24.15,1,3600,"Corn",849.08
-89.70218627,43.35112603,32.63,0,1,59.832,240,24.97,1,3600,"Corn",849.08
-89.70216753,43.35112613,30.63,0,1,59.304,240,24.4,1,3600,"Corn",849.08
-89.70214904,43.35112623,29.63,0,1,58.764,240,23.64,1,3600,"Corn",849.08
-89.70213064,43.35112633,26.34,0,1,58.8,240,23.32,1,3600,"Corn",849.08
-89.70211214,43.35112643,28.96,0,1,59.316,240,24.47,1,3600,"Corn",849.08
-89.7020929,43.35112643,29.5,0,1,60.924,240,23.7,1,3600,"Corn",849.08
-89.70207367,43.35112633,29.23,0,1,61.452,240,23.39,1,3600,"Corn",849.08
-89.70205483,43.35112643,30.34,0,1,59.832,240,25.23,1,3600,"Corn",849.08
-89.7020359,43.35112643,27.99,0,1,60.372,240,24.66,1,3600,"Corn",849.08
-89.70201744,43.35112653,26.61,0,1,58.776,240,24.09,1,3600,"Corn",849.08
-89.7019989,43.35112653,28.62,0,1,59.304,240,24.53,1,3600,"Corn",849.08
-89.70198058,43.35112703,28.04,0,1,58.788,240,24.4,1,3600,"Corn",849.08
-89.70196224,43.35112743,31.64,0,1,58.272,240,22.94,1,3600,"Corn",849.08
-89.7019439,43.35112743,29.65,0,1,58.248,240,22.81,1,3600,"Corn",849.08
-89.7019258,43.35112743,30.67,0,1,57.756,240,23.77,1,3600,"Corn",849.08
-89.70190783,43.35112723,29.67,0,1,57.252,240,24.15,1,3600,"Corn",849.08
-89.70189004,43.35112733,31.55,0,1,56.652,240,23.07,1,3600,"Corn",849.08
-89.70187214,43.35112743,31.81,0,1,57.18,240,23.39,1,3600,"Corn",849.08
-89.70185434,43.35112753,29.39,0,1,56.64,240,24.09,1,3600,"Corn",849.08
-89.7018365,43.35112753,28.81,0,1,57.168,240,23.83,1,3600,"Corn",849.74
-89.70181897,43.35112773,26.5,0,1,56.136,240,22.37,1,3600,"Corn",849.74
-89.70180076,43.35112763,27.87,0,1,57.72,240,23.13,1,3600,"Corn",849.74
-89.7017827,43.35112763,28.37,0,1,57.18,240,23.83,1,3600,"Corn",849.74
-89.7017644,43.35112763,27.85,0,1,58.788,240,23.96,1,3600,"Corn",850.07
-89.70174613,43.35112743,30.12,0,1,57.696,240,22.69,1,3600,"Corn",850.07
-89.7017277,43.35112743,31.19,0,1,59.304,240,23.39,1,3600,"Corn",850.07
-89.70170897,43.35112763,28.41,0,1,59.844,240,23.77,1,3600,"Corn",850.07
-89.70169034,43.35112803,28.18,0,1,59.328,240,22.94,1,3600,"Corn",850.07
-89.70167157,43.35112823,32.57,0,1,59.832,240,23.51,1,3600,"Corn",850.07
-89.70165294,43.35112863,30.88,0,1,59.388,240,24.21,1,3600,"Corn",850.07
-89.70163387,43.35112942,28.83,0,1,61.5,240,22.69,1,3600,"Corn",850.07
-89.70161477,43.35113022,30.6,0,1,60.924,240,23.01,1,3600,"Corn",850.07
-89.7015956,43.35113142,28.56,0,1,61.668,240,24.02,1,3600,"Corn",849.74
-89.70157633,43.35113271,32.26,0,1,61.716,240,24.47,1,3600,"Corn",849.74
-89.70155659,43.35113392,33.01,0,1,63.72,240,22.56,1,3600,"Corn",849.74
-89.7015372,43.35113512,32.93,0,1,61.188,240,22.88,1,3600,"Corn",849.74
-89.7015177,43.35113632,36.75,0,1,63.228,240,23.7,1,3600,"Corn",849.74
-89.70149789,43.35113752,30.48,0,1,62.832,240,24.09,1,3600,"Corn",849.74
-89.70147793,43.35113852,28.95,0,1,63.636,240,23.39,1,3600,"Corn",849.08
-89.70145803,43.35113952,23.53,0,1,63.264,240,23.01,1,3600,"Corn",849.08
-89.70143907,43.35114091,17.63,0,1,61.296,30,24.47,1,3600,"Corn",849.08
-89.70140383,43.3511983,2.06,0,1,22.008,60,15.5,3,3600,"Corn",850.39
-89.70141113,43.35119751,7.79,0,1,21.636,240,15.5,3,3600,"Corn",850.39
-89.70141814,43.35119644,13.42,0,1,24.108,240,15.5,3,3600,"Corn",850.39
-89.70142929,43.35119521,13.85,0,1,35.364,240,15.5,3,3600,"Corn",850.39
-89.70143977,43.35119401,14.57,0,1,33.696,240,15.5,3,3600,"Corn",850.39
-89.70144964,43.351193,14.29,0,1,31.632,240,15.5,3,3600,"Corn",850.39
-89.70145966,43.351192,17.57,0,1,32.004,240,15.5,3,3600,"Corn",850.39
-89.70146976,43.351191,17.91,0,1,33.192,240,15.5,3,3600,"Corn",850.39
-89.70148029,43.35119,20.2,0,1,33.336,240,15.5,3,3600,"Corn",850.39
-89.70149273,43.35118909,21.06,0,1,39.888,240,15.5,3,3600,"Corn",850.39
-89.70150529,43.3511879,22.39,0,1,40.428,240,15.5,3,3600,"Corn",850.39
-89.70151773,43.35118699,22.2,0,1,39.66,240,15.5,3,3600,"Corn",850.39
